Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
376619	Recep Tayyip Erdoğan ( ; ; born 26 February 1954 ) is a Turkish politician serving as President of Turkey since 2014 . He previously served as Prime Minister from 2003 to 2014 and as Mayor of Istanbul from 1994 to 1998 . He founded the Justice and Development Party ( AKP ) in 2001 , leading it to general election victories in 2002 , 2007 and 2011 before standing down upon his election as President in 2014 . Coming from an Islamist political background and as a self-described conservative democrat , he has promoted socially conservative and liberal economic policies in his administration .	Recep Tayyip Erdoğan	Istanbul; Turkey			
605202	Pavel Vladimirovich Bure ( , ; born March 31 , 1971 ) is a Russian retired professional ice hockey player who played the right wing position . Nicknamed `` The Russian Rocket '' for his speed , Bure played for 12 seasons in the National Hockey League ( NHL ) with the Vancouver Canucks , the Florida Panthers and the New York Rangers . Trained in the Soviet Union , he played three seasons with the Central Red Army team before his NHL career . Selected 113th overall in the 1989 NHL Entry Draft by Vancouver , he began his NHL career in the 1991–92 season , and won the Calder Memorial Trophy as the league 's best rookie before leading the NHL in goal-scoring in 1993-94 and helping the Canucks to the 1994 Stanley Cup Finals .	Pavel Vladimirovich Bure; Bure; Canucks	the Soviet Union; 113th; Vancouver			
20905	Deshabandu Muttiah Muralitharan ( , ; also spelt Muralidaran ; born 1972 ) is a former Sri Lankan cricketer who was rated the greatest Test match bowler ever by `` Wisden Cricketers ' Almanack '' in 2002 . He retired from Test cricket in 2010 , registering his 800th and final wicket on 22 July 2010 from his final ball in his last Test match . Former Australian Test player Bruce Yardley , who himself was an off spinner in his day , was assigned with the task of ensuring Muralitharan bowled all his deliveries with the same vigour as he would do so in match conditions when tested in 2004 . Muralitharan had not commenced bowling the doosra at this time .	Muttiah Muralitharan; Muralidaran; Muralitharan; Bruce Yardley	Sri Lankan			
1688046	The African-American civil rights movement ( 1896–1954 ) was a long , primarily nonviolent series of events to bring full civil rights and equality under the law to all Americans . The era has had a lasting impact on United States society , in its tactics , the increased social and legal acceptance of civil rights , and in its exposure of the prevalence and cost of racism . Two United States Supreme Court decisions— '' Plessy v. Ferguson '' , which upheld `` separate but equal '' racial segregation as constitutional doctrine , and `` Brown v. Board of Education '' , which overturned `` Plessy '' —serve as milestones . This was an era of new beginnings , in which some movements , such as Marcus Garvey 's Universal Negro Improvement Association , were very successful but left little lasting legacy , while others , such as the NAACP 's painstaking legal assault on state-sponsored segregation , achieved modest results in its early years but made steady progress on voter rights and gradually built to a key victory in `` Brown v. Board of Education '' ( 1954 ) .	Brown; Ferguson	United States			
24326	Pol Pot ( , ; born Saloth Sar 19 May 1925 – 15 April 1998 ) was a Cambodian communist revolutionary and politician who served as the General Secretary of the Communist Party of Kampuchea from 1963 to 1981 . Ideologically a Marxist–Leninist and Khmer nationalist , he led the Khmer Rouge group from 1963 until 1997 . From 1976 to 1979 , he served as the Prime Minister of Democratic Kampuchea . Born to a prosperous farmer in Prek Sbauv , French Cambodia , Pol Pot was educated at some of Cambodia 's elite schools .	Saloth Sar; Kampuchea; Pol Pot; Pol Pot	Prek Sbauv; Cambodia; Cambodia			
3986	Benjamin Franklin ( April 17 , 1790 ) was an American polymath and one of the Founding Fathers of the United States . Franklin was a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , humorist , civic activist , statesman , and diplomat . As a scientist , he was a major figure in the American Enlightenment and the history of physics for his discoveries and theories regarding electricity . As an inventor , he is known for the lightning rod , bifocals , and the Franklin stove , among other inventions .	Benjamin Franklin	the United States			
16861	Kurt Vonnegut Jr. ( ; November 11 , 1922April 11 , 2007 ) was an American writer . In a career spanning over 50 years , Vonnegut published 14 novels , three short story collections , five plays , and five works of non-fiction . He is most famous for his darkly satirical , best-selling novel `` Slaughterhouse-Five '' ( 1969 ) . Born and raised in Indianapolis , Indiana , Vonnegut attended Cornell University but dropped out in January 1943 and enlisted in the United States Army .	Vonnegut; Vonnegut; Kurt Vonnegut Jr.	Indianapolis; Indiana			
30038	Thomas Henry Huxley ( 4 May 1825 – 29 June 1895 ) was an English biologist specialising in comparative anatomy . He is known as `` Darwin 's Bulldog '' for his advocacy of Charles Darwin 's theory of evolution . Huxley 's famous debate in 1860 with Samuel Wilberforce was a key moment in the wider acceptance of evolution and in his own career . Huxley had been planning to leave Oxford on the previous day , but , after an encounter with Robert Chambers , the author of `` Vestiges '' , he changed his mind and decided to join the debate .	Robert Chambers; Thomas Henry Huxley; Samuel Wilberforce; Darwin; Charles Darwin 's; Huxley	Oxford			
358637	Julius Kambarage Nyerere ( ; 13 April 1922 – 14 October 1999 ) was a Tanzanian anti-colonial activist , politician , and political theorist . He governed Tanganyika as its Prime Minister from 1961 to 1963 and then as its President from 1963 to 1964 , after which he led its successor state , Tanzania , as its President from 1964 until 1985 . He was a founding member of the Tanganyika African National Union ( TANU ) party and later a member of the Chama Cha Mapinduzi party . Ideologically an African nationalist and African socialist , he promoted a political philosophy known as `` Ujamaa '' .	Tanganyika; Julius Kambarage Nyerere	Tanzania			
66592	Pierre Louis Joseph Boulez CBE ( ; 26 March 1925 – 5 January 2016 ) was a French composer , conductor , writer and founder of institutions . He was one of the dominant figures of the post-war classical music world . Born in Montbrison in the Loire department of France , the son of an engineer , Boulez studied at the Conservatoire de Paris with Olivier Messiaen , and privately with Andrée Vaurabourg and René Leibowitz . He began his professional career in the late 1940s as music director of the Renaud-Barrault theatre company in Paris .	Pierre Louis Joseph Boulez CBE; Andrée Vaurabourg; René Leibowitz	Montbrison; Boulez; Paris; France			
5226320	Henry Winslow Corbett ( February 18 , 1827March 31 , 1903 ) was an American businessman , politician , civic benefactor , and philanthropist in the state of Oregon . A native of Massachusetts , he spent his early life in the East and New York before moving to the Oregon Territory . He was a prominent figure in the early development of Portland , Oregon and was involved in numerous business ventures there , starting in general merchandise . His interests later included banking , finance , insurance , river shipping , stage lines , railways , telegraph , iron and steel and the erection of Portland downtown buildings among other enterprises .	Henry Winslow Corbett	New York; Massachusetts; Portland; Oregon; Portland; Oregon			
19548	Herbert Marshall McLuhan ( ; July 21 , 1911December 31 , 1980 ) was a Canadian professor , philosopher , and public intellectual . His work is one of the cornerstones of the study of media theory . Born in Edmonton , Alberta , McLuhan studied at the University of Manitoba and the University of Cambridge . He began his teaching career as a professor of English at several universities in the U.S. and Canada before moving to the University of Toronto in 1946 , where he remained for the rest of his life .	Herbert Marshall McLuhan	Alberta; U.S.; McLuhan; Edmonton; Canada			
